Label,col-0,col-1,col-2,col-3,col-4,col-5,col-6,col-7,col-8,col-9,col-10,col-11,col-12,col-13,col-14,col-15,col-16,col-17,col-18,col-19,col-20,col-21,col-22,col-23,col-24,col-25,direction,Cluster
0.47976807,0.6799831,0.6832082,0.68142843,0.6855706,0.71647894,0.05373952,0.641293,0.57266706,0.55628663,0.5656695,0.52223366,0.4906323,0.50992364,0.47590345,0.5008623,0.5089192,0.7048775,0.6630415,0.43767875,0.42767304,0.5266841,0.50864035,0.35866728,0.30568966,0.85509276,0.49113715,2.0,2.0
0.54861885,0.70468664,0.70809007,0.70504713,0.7139265,0.7018041,0.10446773,0.68659705,0.6615089,0.6749101,0.6262452,0.6297988,0.5996845,0.56430197,0.4226374,0.39124465,0.37089285,0.79223555,0.65405184,0.25049007,0.2802434,0.38333216,0.38271123,0.8551166,0.6731327,0.97129977,0.5994543,3.0,0.0
0.598817,0.8198757,0.80400336,0.8189231,0.8103087,0.80265987,0.041048978,0.55810416,0.63334906,0.65790635,0.6855543,0.7007653,0.6454607,0.6402435,0.6937183,0.728857,0.7702763,0.7819358,0.7342773,0.52774566,0.4412351,0.74323756,0.7120116,0.9231231,0.9522715,0.94892156,0.3722855,1.0,0.0
0.5196141,0.20454547,0.20058382,0.19752565,0.19192623,0.16511533,0.38627476,0.551827,0.5806634,0.485535,0.46210426,0.4976243,0.4550086,0.53655344,0.50799805,0.4621894,0.45814124,0.22107312,0.21756478,0.3708679,0.4086646,0.3890633,0.3737332,0.25676274,0.4336001,0.21001884,0.46013615,3.0,1.0
0.5754652,0.6602202,0.6431748,0.6520456,0.64967173,0.68520546,0.041354638,0.505142,0.5192234,0.5902183,0.5825175,0.6166268,0.6631499,0.73618495,0.73982507,0.80222726,0.84538233,0.567738,0.580891,0.5971412,0.4425337,0.933627,0.6950183,0.74359447,0.8688252,0.8697298,0.6000556,3.0,0.0
0.49016845,0.7449181,0.7239366,0.7320399,0.72929174,0.7205512,0.052086696,0.5495703,0.527413,0.54679334,0.6367039,0.6237609,0.6274152,0.6202046,0.58440787,0.6076832,0.6043261,0.7320544,0.6776384,0.44797668,0.39005765,0.6521868,0.5660953,0.69724274,0.7914458,0.9676351,0.48314893,2.0,0.0
0.5004501,0.7327781,0.71948844,0.73288345,0.72454256,0.7556732,0.04645463,0.5496964,0.5838491,0.6637916,0.6116322,0.66569525,0.65806043,0.67584854,0.6155131,0.60769886,0.6589997,0.6743377,0.6780657,0.6484497,0.60030264,0.6710509,0.7482646,0.8105546,0.8144697,0.842413,0.4333977,2.0,0.0
0.5632262,0.15231508,0.14512093,0.15492761,0.15016063,0.13607506,0.17244872,0.5788434,0.6053452,0.5906467,0.5773366,0.5757424,0.52548444,0.51447266,0.52101517,0.5147107,0.553913,0.12001906,0.12895854,0.4715136,0.4627553,0.53090155,0.6338985,0.8569741,0.76540583,0.3094538,0.05403883,3.0,1.0
0.567207,0.0866742,0.08117876,0.07240264,0.06607067,0.05753011,0.3956766,0.48193341,0.57281274,0.5597849,0.5210923,0.5050889,0.38667908,0.35973966,0.3499742,0.37761447,0.40113434,0.11552394,0.06773619,0.20470794,0.22128667,0.40717167,0.23396741,0.25145018,0.15336324,0.10766006,0.35203218,3.0,1.0
0.5764241,0.13438734,0.13761467,0.13693237,0.1433161,0.12316329,0.19735435,0.6340951,0.65106714,0.6076789,0.55507034,0.5552939,0.43489978,0.3856285,0.41771063,0.40267324,0.41971403,0.15475155,0.18852663,0.34101105,0.37801376,0.38455266,0.37281317,0.36293143,0.1902092,0.11456513,0.32535243,3.0,1.0
0.518202,0.13311687,0.12691133,0.13510475,0.13214137,0.11915569,0.12583561,0.5683624,0.57518995,0.54499066,0.53637403,0.55232346,0.49749973,0.48870206,0.493745,0.51324946,0.539485,0.08282022,0.14836144,0.5681246,0.5787319,0.5022933,0.7223784,0.21986899,0.33795917,0.2642917,0.04998111,3.0,1.0
0.6120262,0.5739695,0.5852099,0.575847,0.5794105,0.5376153,0.22542976,0.7273953,0.74324644,0.70515543,0.75244457,0.8079556,0.6899869,0.69227993,0.6427657,0.60630274,0.6363245,0.5544318,0.5000226,0.40710193,0.3334254,0.68374705,0.6372587,0.8852407,0.9119235,0.81190664,0.54660654,1.0,0.0
0.5795082,0.4586392,0.44773424,0.4479123,0.44349766,0.4077489,0.18005626,0.5821638,0.5122805,0.3934987,0.43469322,0.46294343,0.3322944,0.26692003,0.28646564,0.3220592,0.3607194,0.5224442,0.5095211,0.32258862,0.40566537,0.26199773,0.24334124,0.04931686,0.08888297,0.7203895,0.36958465,3.0,2.0
0.59485865,0.50239974,0.49958298,0.5031633,0.50677466,0.46892026,0.089269646,0.6233716,0.66930115,0.6050941,0.66399443,0.6617745,0.6643518,0.64960647,0.57601595,0.5605103,0.5643012,0.53236043,0.43960515,0.3151287,0.28020796,0.56387347,0.49771196,0.8898932,0.8978271,0.7725151,0.37866333,1.0,0.0
0.5475906,0.2274139,0.21976647,0.22184734,0.21846625,0.18900102,0.18645814,0.5195467,0.57946414,0.5128583,0.48579884,0.5360064,0.46779272,0.44240674,0.49398512,0.46213183,0.45408794,0.22487102,0.23916055,0.45970532,0.49787182,0.40760994,0.4362984,0.2470485,0.32548878,0.3143088,0.18598334,3.0,1.0
0.56543845,0.25056463,0.24437031,0.2506678,0.25073335,0.21700263,0.16843553,0.6002829,0.6258967,0.58620673,0.59904647,0.6077397,0.5581879,0.5300959,0.53618413,0.5623819,0.59681,0.20201759,0.22576311,0.57564133,0.5743199,0.53462625,0.80129415,0.90301627,0.8976209,0.32626557,0.11948031,3.0,1.0
0.54587644,0.15824394,0.14804003,0.15464643,0.14638914,0.13173734,0.19875245,0.5294458,0.5506442,0.5301725,0.5091442,0.51520044,0.4835374,0.48672777,0.5003512,0.50130785,0.52552664,0.114846215,0.14671604,0.5497182,0.568389,0.47751248,0.64655304,0.3800618,0.49362466,0.27638572,0.037772555,3.0,1.0
0.57220054,0.7553642,0.7502085,0.7460987,0.7401871,0.73104084,0.0931753,0.65517026,0.65586275,0.62338156,0.61390823,0.59238225,0.5427978,0.48245585,0.51038,0.5812728,0.5930934,0.73452514,0.6898148,0.4825146,0.44848925,0.5983078,0.6253019,0.49988484,0.38546428,0.9701645,0.4548914,3.0,0.0
