Label,col-0,col-1,col-2,col-3,col-4,col-5,col-6,col-7,col-8,col-9,col-10,col-11,col-12,col-13,col-14,col-15,col-16,col-17,col-18,col-19,col-20,col-21,col-22,col-23,col-24,col-25,direction,Cluster
0.21064383,0.57129145,0.57064307,0.57738644,0.5711884,0.5711884,0.07217589,0.19432013,0.2032048,0.24139456,0.28768647,0.32283574,0.3616099,0.36301893,0.3166038,0.33448923,0.34971917,0.54541564,0.58966243,0.5274074,0.63619345,0.27449498,0.73651546,0.6113709,0.72870517,0.82704216,0.33717197,1.0,1.0
0.19812152,0.12290804,0.1286756,0.12584847,0.13138774,0.13138774,0.15968807,0.23613577,0.23173094,0.27390411,0.3344024,0.3393069,0.37659442,0.38704407,0.34716982,0.35987616,0.36593467,0.10431421,0.11282494,0.3252869,0.34674773,0.3321134,0.9675263,0.75642574,0.75002956,0.48680165,0.074336745,3.0,0.0
0.20482992,0.1304061,0.1310662,0.13196355,0.13408996,0.13408996,0.12285281,0.21265635,0.21236135,0.27684617,0.3246409,0.33733034,0.38340557,0.3832705,0.34716982,0.36173373,0.3665731,0.10611293,0.119009346,0.3377992,0.35782325,0.33907884,0.97447383,0.97426176,0.87012917,0.4987128,0.072284296,3.0,0.0
0.19812135,0.50560856,0.51386565,0.5104874,0.5172041,0.5172041,0.0594498,0.25402492,0.25638324,0.3011181,0.32045746,0.3485308,0.39207438,0.37635234,0.34088054,0.35430345,0.35635865,0.4931552,0.4634281,0.44925213,0.53045803,0.28725246,0.7880098,0.72787285,0.64352775,0.7824917,0.3411039,3.0,1.0
0.19789788,0.020214744,0.018646903,0.02079129,0.020897133,0.020897133,0.028419798,0.20125207,0.19580911,0.2368344,0.29145166,0.29911715,0.33411765,0.33408812,0.30704403,0.30687305,0.30554143,0.016301885,0.018441087,0.2540328,0.2806011,0.2971796,0.35073316,0.3058831,0.3331148,0.049389876,0.051713362,3.0,2.0
0.20192291,0.021174492,0.018646903,0.02005748,0.020236595,0.020236595,0.041871548,0.19789788,0.2032048,0.23786412,0.28587365,0.3005666,0.3356037,0.33496863,0.29471698,0.31343654,0.310521,0.016118973,0.018760484,0.25191376,0.27929482,0.29512352,0.3354052,0.2575028,0.28985995,0.049285643,0.049263224,3.0,2.0
0.21891755,0.0131365815,0.010937125,0.009050325,0.01285054,0.01285054,0.11876963,0.19901595,0.2047896,0.25463375,0.31153256,0.3176967,0.3612384,0.35949692,0.31899372,0.3289164,0.33005625,0.0005304972,0.0029454692,0.25210997,0.25862724,0.3273119,0.50294113,0.96140623,0.93144715,0.08811278,0.04717883,1.0,0.0
0.20684244,0.592406,0.60273725,0.60227484,0.607338,0.607338,0.10424564,0.2658764,0.3067441,0.35113272,0.38223395,0.37356696,0.4134984,0.41861638,0.4096855,0.4160991,0.42377424,0.60495085,0.54448056,0.3028577,0.32011914,0.33005545,0.6501088,0.8932602,0.7121889,0.88228685,0.38717186,3.0,1.0
0.18313935,0.07132145,0.06861104,0.06751054,0.06641446,0.06641446,0.12556049,0.17933793,0.2017961,0.27434543,0.33482078,0.3427329,0.36136222,0.37534598,0.33660376,0.34625387,0.34908074,0.046564545,0.049159158,0.29713863,0.3085331,0.33691305,0.6275034,0.8846886,0.807123,0.27896324,0.07467739,2.0,0.0
0.21131468,0.049847037,0.04942625,0.05051061,0.051402148,0.051402148,0.0125528,0.20728964,0.20250043,0.24566054,0.29382232,0.31506127,0.36024767,0.35622647,0.32,0.32099068,0.32724726,0.039474864,0.04429695,0.2828531,0.30927828,0.3083499,0.59041023,0.81261206,0.8896401,0.055674534,0.04011239,1.0,0.0
