ticker,test_accuracy,benchmark_test_accuracy,train_accuracy,benchmark_train_accuracy
STWD,0.2125984251968504,0.3779527559055118,0.23173140223831468,0.40618828176431865
SXC,0.5108538350217077,0.3849493487698987,0.5032119914346895,0.3740185581727338
SYY,0.23076923076923078,0.38974358974358975,0.23591989987484355,0.3623279098873592
TDC,0.5174418604651163,0.3226744186046512,0.5341880341880342,0.349002849002849
TJX,0.15,0.3625,0.2602739726027397,0.3424657534246575
TOL,0.4243027888446215,0.35258964143426297,0.420443587270974,0.35679845708775315
TS,0.3545706371191136,0.36426592797783935,0.37482993197278913,0.35918367346938773
TUP,0.36764705882352944,0.3235294117647059,0.4462809917355372,0.39669421487603307
TXT,0.5318791946308725,0.3674496644295302,0.5364406779661017,0.35423728813559324
UGP,0.7082294264339152,0.4139650872817955,0.7297633872976339,0.41469489414694893
UPS,0.4616588419405321,0.36932707355242567,0.47104851330203446,0.3395931142410016
UTX,0.29333333333333333,0.28888888888888886,0.32053941908713696,0.3392116182572614
VFC,0.2681660899653979,0.39792387543252594,0.23703703703703705,0.37037037037037035
CFG,0.6699029126213593,0.3592233009708738,0.7094017094017094,0.2948717948717949
CHL,0.3557142857142857,0.40285714285714286,0.3719599427753934,0.3605150214592275
CIG,0.4665825977301387,0.416141235813367,0.4654747225647349,0.39765721331689274
CLR,0.3471971066907776,0.3508137432188065,0.36199095022624433,0.32850678733031674
CMS,0.3198031980319803,0.36654366543665434,0.3086719223771983,0.3790175864160097
CNP,0.8653530377668309,0.38095238095238093,0.8885350318471338,0.37261146496815284
COG,0.1926829268292683,0.3829268292682927,0.21239470517448858,0.36101083032490977
CPB,0.7687366167023555,0.33832976445396146,0.788135593220339,0.3802966101694915
CUBE,0.42083333333333334,0.4375,0.4506172839506173,0.4053497942386831
D,0.15765069551777433,0.3786707882534776,0.20015822784810128,0.3876582278481013
DE,0.3106159895150721,0.3473132372214941,0.2920759659462999,0.34315651604453173
DG,0.410941475826972,0.3244274809160305,0.4053708439897698,0.34654731457800514
DKS,0.39173228346456695,0.31299212598425197,0.3665116279069767,0.36
DOC,0.4228571428571429,0.3657142857142857,0.4087038789025544,0.4096499526963103
DRI,0.41810344827586204,0.33045977011494254,0.4047452896022331,0.34542916957431963
ECA,0.3150684931506849,0.31898238747553814,0.3463636363636364,0.33454545454545453
EIX,0.2869674185463659,0.37468671679197996,0.2691358024691358,0.35
ENB,0.3622526636225266,0.3896499238964992,0.3792325056433409,0.34612490594431905
EPD,0.4034090909090909,0.375,0.3253731343283582,0.43582089552238806
ESI,0.10918114143920596,0.3870967741935484,0.1060419235511714,0.3847102342786683
EXPR,0.521613832853026,0.37175792507204614,0.5024356297842728,0.37995824634655534
FE,0.6274509803921569,0.3431372549019608,0.745,0.38
FLR,0.4421768707482993,0.30952380952380953,0.43585526315789475,0.3569078947368421
FRC,0.19811320754716982,0.33962264150943394,0.21675531914893617,0.35106382978723405
GCI,0.9170854271356784,0.3806532663316583,0.915466499686913,0.3807138384470883
GE,0.9186046511627907,0.38953488372093026,0.9017160686427457,0.39313572542901715
GLW,0.8709677419354839,0.41935483870967744,0.9122807017543859,0.45614035087719296
GS,0.1952662721893491,0.3136094674556213,0.1836441893830703,0.321377331420373
HCA,0.3090909090909091,0.35844155844155845,0.32133333333333336,0.3546666666666667
HL,0.2573170731707317,0.3597560975609756,0.29482551143200963,0.41034897713598073
HPQ,0.04071661237785016,0.40390879478827363,0.04439063761097659,0.35189669087974174
I,0.3963963963963964,0.36036036036036034,0.512249443207127,0.37193763919821826
IFF,0.2929936305732484,0.37579617834394907,0.2701863354037267,0.3416149068322981
INXN,0.42898134863701576,0.36872309899569583,0.4400564174894217,0.36459802538787023
IPG,0.6092124814264487,0.3922734026745914,0.6157205240174672,0.4032023289665211
IVZ,0.47050359712230216,0.39136690647482014,0.4722031571722718,0.363761153054221
JWN,0.42045454545454547,0.3587662337662338,0.4398406374501992,0.37290836653386455
KAR,0.1548780487804878,0.3951219512195122,0.17328519855595667,0.41034897713598073
KKR,0.2586705202312139,0.36416184971098264,0.24571428571428572,0.3992857142857143
KNX,0.5069182389937107,0.3371069182389937,0.5134459036898061,0.40150093808630394
KR,0.40353260869565216,0.3845108695652174,0.3986159169550173,0.39792387543252594
LB,0.5,0.38170731707317074,0.5156438026474127,0.3561973525872443
LNC,0.29545454545454547,0.33238636363636365,0.29036827195467424,0.34560906515580736
LPT,0.4645161290322581,0.3225806451612903,0.4738562091503268,0.3888888888888889
LYB,0.3463917525773196,0.3402061855670103,0.2932932932932933,0.3303303303303303
MAC,0.4032258064516129,0.32526881720430106,0.4415145368492224,0.35023664638269103
MD,0.23293172690763053,0.3273092369477912,0.22918707149853085,0.33594515181194906
MFC,0.5033112582781457,0.3708609271523179,0.4875207986688852,0.37437603993344426
MMP,0.28646748681898065,0.3321616871704745,0.30910683012259194,0.3327495621716287
MPLX,0.4011627906976744,0.3313953488372093,0.35570469798657717,0.3053691275167785
MTG,0.42118537200504413,0.4010088272383354,0.4325172630257376,0.41117388575015695
NE,0.5285524568393094,0.35856573705179284,0.5012836970474968,0.383183568677792
NEWM,0.4642857142857143,0.4642857142857143,0.49557522123893805,0.3967551622418879
NLSN,0.726078799249531,0.37523452157598497,0.6898148148148148,0.3768518518518518
NSC,0.200836820083682,0.3179916317991632,0.20930232558139536,0.3361522198731501
NYCB,0.627700127064803,0.38881829733163914,0.6236421725239617,0.394888178913738
O,0.3371212121212121,0.36742424242424243,0.31962616822429907,0.33271028037383177
OLN,0.17560975609756097,0.3524390243902439,0.17328519855595667,0.3700361010830325
OXY,0.4026548672566372,0.33185840707964603,0.4124748490945674,0.3501006036217304
PBI,0.9121951219512195,0.375609756097561,0.9040404040404041,0.3939393939393939
PE,0.5026455026455027,0.32275132275132273,0.5471204188481675,0.3219895287958115
PFE,0.6012195121951219,0.3878048780487805,0.585439229843562,0.38567990373044525
PGRE,0.031818181818181815,0.36363636363636365,0.05934065934065934,0.3758241758241758
PLD,0.2857142857142857,0.34627329192546585,0.3235759493670886,0.3552215189873418
PRGO,0.3613861386138614,0.3316831683168317,0.3527315914489311,0.33847980997624705
QSR,0.4485294117647059,0.375,0.48562300319488816,0.329073482428115
RES,0.7526881720430108,0.3870967741935484,0.7062146892655368,0.3220338983050847
ROL,0.22556390977443608,0.38847117794486213,0.23233532934131737,0.38682634730538923
RPAI,0.13629160063391443,0.40887480190174325,0.1366120218579235,0.37158469945355194
S,0.5220483641536273,0.41963015647226176,0.525085910652921,0.3745704467353952
SE,0.3176470588235294,0.38823529411764707,0.3558282208588957,0.38650306748466257
SHO,0.9810126582278481,0.3987341772151899,0.9494047619047619,0.39285714285714285
SIX,0.48005502063273725,0.3562585969738652,0.507482993197279,0.38231292517006804
SLCA,0.30414746543778803,0.347926267281106,0.28966346153846156,0.34615384615384615
SO,0.29333333333333333,0.42333333333333334,0.2739273927392739,0.38696369636963696
STAG,0.746031746031746,0.3968253968253968,0.7651888341543513,0.36617405582922824
SWK,0.3364485981308411,0.32897196261682243,0.3336448598130841,0.33457943925233646
SYK,0.33376792698826596,0.3663624511082138,0.34587929915639193,0.3569110966904607
TAL,0.041666666666666664,0.3814102564102564,0.04344391785150079,0.3902053712480253
TEVA,0.6360759493670886,0.37341772151898733,0.5880527540729248,0.3483320403413499
TMUS,0.5675287356321839,0.34339080459770116,0.5609065155807366,0.3328611898016997
TRGP,0.3692722371967655,0.3247978436657682,0.3393094289508632,0.3452855245683931
TROX,0.6703296703296703,0.3956043956043956,0.6871508379888268,0.35195530726256985
TWTR,0.22905027932960895,0.3687150837988827,0.2131367292225201,0.3672922252010724
UDR,0.8636363636363636,0.45454545454545453,0.6829268292682927,0.2926829268292683
UNP,0.3881278538812785,0.3698630136986301,0.3548387096774194,0.3225806451612903
VEEV,0.225,0.4,0.08955223880597014,0.2835820895522388
WAB,0.24878048780487805,0.3329268292682927,0.25691937424789413,0.33754512635379064
