Label,col-0,col-1,col-2,col-3,col-4,col-5,col-6,col-7,col-8,col-9,col-10,col-11,col-12,col-13,col-14,col-15,col-16,col-17,col-18,col-19,col-20,col-21,col-22,col-23,col-24,col-25,direction,Cluster
0.49129635,0.5827118,0.5831054,0.5865808,0.5766498,0.6993554,0.13233744,0.63288397,0.58572465,0.6291061,0.5943743,0.65593165,0.6613145,0.70524573,0.69573945,0.74198246,0.6897719,0.52919847,0.52599984,0.583083,0.4791061,0.73985523,0.601763,0.69725907,0.7884902,0.78984827,0.28927985,2.0,2.0
0.55459493,0.76067793,0.74076617,0.75432056,0.7428088,0.75735044,0.06843221,0.54625726,0.5798227,0.686402,0.595955,0.60063624,0.6033476,0.66121185,0.6701934,0.6925957,0.6581273,0.727589,0.67613906,0.68409,0.65608495,0.6170987,0.6553225,0.8004159,0.72771215,0.96406364,0.31380063,3.0,2.0
0.5770285,0.6593221,0.6474008,0.663165,0.6473774,0.69274235,0.08317756,0.5600917,0.46096972,0.52445406,0.48360518,0.5400319,0.563225,0.57888985,0.6132758,0.65946335,0.61708176,0.6191204,0.63250804,0.7304044,0.7162972,0.6017813,0.59809464,0.29992762,0.58317167,0.9130499,0.21486966,3.0,0.0
0.5595935,0.11423731,0.094049245,0.10166045,0.08629439,0.056193374,0.24098518,0.5276413,0.5423239,0.58268213,0.48516917,0.5423679,0.5800929,0.6320197,0.649059,0.61668795,0.6043489,0.083703,0.048083488,0.48505706,0.45329702,0.57340217,0.36281452,0.38983443,0.5793256,0.3062729,0.2885491,3.0,1.0
0.54627234,0.64610165,0.626881,0.6086073,0.59661597,0.73100835,0.18514186,0.53875047,0.5540326,0.6460261,0.6239225,0.70342207,0.74735695,0.82708454,0.8336335,0.87084997,0.8713391,0.46962115,0.5354157,0.81446224,0.69081783,0.8376802,0.82346493,0.794004,0.89338565,0.7156229,0.4318344,3.0,2.0
0.5601559,0.7206779,0.7246922,0.7251779,0.7316413,0.7474495,0.05720089,0.63521403,0.5572217,0.6493211,0.6413713,0.63539976,0.65791434,0.6009251,0.6580874,0.70059115,0.6484109,0.7358132,0.6802555,0.618712,0.5953065,0.5913314,0.59068286,0.75144523,0.6721224,0.9386339,0.2728787,3.0,2.0
0.5495501,0.6484745,0.6316689,0.64520496,0.62944156,0.73770833,0.08405998,0.52295345,0.5056177,0.5446172,0.47322056,0.50335217,0.52227896,0.5710688,0.5483238,0.57842684,0.56634665,0.64215577,0.6197829,0.6323908,0.63096935,0.5518213,0.46281192,0.14090528,0.3165803,0.7853612,0.17141989,3.0,0.0
0.55431694,0.09830513,0.07626537,0.10132158,0.08900173,0.09739348,0.18111613,0.5755852,0.5366467,0.62573564,0.5746962,0.56148213,0.5668363,0.60016525,0.60550857,0.67268676,0.68705904,0.018672451,0.063309245,0.589796,0.5243208,0.6662373,0.5609069,0.79451764,0.73715806,0.11625521,0.06961993,3.0,1.0
0.58252645,0.15661019,0.13098495,0.13148083,0.118104905,0.09811466,0.22434966,0.46968293,0.47113612,0.6422893,0.5529636,0.56607443,0.5155912,0.54671186,0.543163,0.62482905,0.58194935,0.12612373,0.086714365,0.44273055,0.3873658,0.6087365,0.40224245,0.7066855,0.57075197,0.07779137,0.6098543,3.0,1.0
0.6081102,0.06983055,0.0584815,0.070145704,0.07377328,0.046742614,0.25505698,0.6305936,0.6184953,0.6589814,0.5869449,0.5805968,0.542046,0.57269114,0.56713533,0.5513392,0.54423887,0.020463282,0.1175696,0.58758974,0.59552616,0.52202016,0.5124518,0.5845032,0.35457903,0.28388357,0.24738006,3.0,1.0
0.5692955,0.078305125,0.06087554,0.078278534,0.07512688,0.081386365,0.11663656,0.5854469,0.54512876,0.6136454,0.5292556,0.57206625,0.56752825,0.58155835,0.61273456,0.63216805,0.605049,0.027927918,0.05701888,0.51815194,0.45886922,0.63574576,0.4308302,0.33019093,0.43190867,0.23459576,0.10435223,3.0,1.0
0.5408346,0.8413559,0.82558143,0.8054896,0.7918782,0.7137093,0.15329108,0.4181575,0.69090223,0.4920723,0.48213187,0.6347786,0.5361011,0.5777063,0.5237181,0.5417423,0.5422112,0.8562864,0.8322105,0.42398587,0.36021382,0.6203806,0.41925898,0.5258328,0.5966227,0.8087671,0.9941945,3.0,0.0
0.51031965,0.70067793,0.6887825,0.7004405,0.6947546,0.6143099,0.18100649,0.60033005,0.59065115,0.6376589,0.6520137,0.6471416,0.68496907,0.6814056,0.6630521,0.6762863,0.6538389,0.6455371,0.6197957,0.7921249,0.7891321,0.5958617,0.8232574,0.8059007,0.8238121,0.80723226,0.31499797,3.0,2.0
0.4396167,0.73559326,0.7219562,0.72822773,0.7248732,0.6520058,0.07860358,0.5695229,0.51342535,0.5965704,0.5586135,0.6472352,0.74396646,0.75812066,0.7516375,0.64726645,0.5094849,0.8665499,0.6222017,0.24635006,0.19752851,0.5455689,0.31743386,0.70497954,0.8289887,0.7727486,0.61963904,2.0,2.0
0.5283116,0.39966094,0.39363885,0.3961369,0.39390862,0.30160305,0.18727744,0.5295122,0.5693894,0.53695637,0.43516406,0.48062316,0.48352343,0.47449043,0.51148194,0.54008484,0.4748908,0.41289398,0.45340756,0.6944536,0.78936297,0.3792387,0.46065813,0.26263493,0.20919608,0.4766553,0.41938487,3.0,1.0
0.6075452,0.44610173,0.4322846,0.44018975,0.43857867,0.33580688,0.33861047,0.6435589,0.5981533,0.7022501,0.7048089,0.6542322,0.64552957,0.6601458,0.6524635,0.7061149,0.68945384,0.31564406,0.3801752,0.9274545,0.93708926,0.6058589,0.86483335,0.90898424,0.82536805,0.5139573,0.38161826,3.0,2.0
0.6239625,0.107118696,0.08515731,0.1114876,0.09712355,0.09881754,0.2670454,0.56556845,0.5185496,0.5897088,0.5255652,0.5418109,0.5374039,0.56177753,0.55457646,0.5779187,0.5465954,0.044986613,0.104025744,0.6358848,0.63378006,0.55405444,0.5115844,0.19562618,0.35422248,0.19057857,0.03243883,3.0,1.0
0.56849587,0.5928813,0.62175095,0.596408,0.61725897,0.6460425,0.19445692,0.71583307,0.62026316,0.2651353,0.19546984,0.24568103,0.33292168,0.33002493,0.34940535,0.41638982,0.37713066,0.72800994,0.728908,0.45179594,0.5413294,0.32752606,0.27354732,0.108970985,0.30762568,0.91468143,0.51809365,3.0,0.0
0.64355457,0.71728814,0.70554036,0.7126398,0.69881564,0.7183475,0.07167995,0.5518159,0.5584125,0.5463215,0.5546679,0.60338086,0.57606375,0.5932946,0.5612461,0.58574724,0.5310803,0.73938555,0.72935146,0.57500607,0.58552855,0.51373255,0.4455772,0.3396924,0.43464956,0.94049066,0.2828078,1.0,0.0
0.5324605,0.6420339,0.64329684,0.6445272,0.63959396,0.6080127,0.11449055,0.57361996,0.46071818,0.6238633,0.47321755,0.5059577,0.54176205,0.43200544,0.45995378,0.46866703,0.49757192,0.7542045,0.6246194,0.3035393,0.27996936,0.5108236,0.28801432,0.33575258,0.31625643,0.7690786,0.6491059,3.0,0.0
0.48485997,0.88508475,0.87243503,0.88275164,0.8700507,0.9292147,0.05749851,0.51086706,0.5210706,0.5674373,0.5208642,0.5472869,0.60743386,0.71229774,0.7014811,0.7819608,0.73952615,0.82655364,0.8037007,0.8564127,0.83923066,0.6401144,0.75893724,0.5521178,0.7231565,0.86769795,0.32913795,2.0,2.0
0.5548591,0.101355985,0.08823529,0.105387956,0.09543146,0.06308994,0.2079648,0.59982723,0.5597625,0.63179827,0.59749043,0.64835674,0.66433483,0.6519511,0.64958197,0.6515879,0.58495885,0.029004276,0.044010587,0.63276595,0.60893035,0.5957773,0.60941136,0.8980977,0.9486153,0.3107844,0.20579256,3.0,1.0
0.56826615,0.87796605,0.883037,0.884107,0.8852792,0.7999679,0.16074207,0.63522327,0.69521725,0.74140835,0.69139403,0.70265967,0.7231562,0.7204545,0.73351336,0.7549643,0.70655537,0.83896214,0.8103086,0.74803156,0.7113374,0.6505001,0.8620605,0.8101494,0.8054953,0.8485581,0.31039923,3.0,2.0
0.55600125,0.24677967,0.22264023,0.23686884,0.22639596,0.1658941,0.2830491,0.52388966,0.48254806,0.5455506,0.523587,0.5282806,0.38882774,0.4114173,0.40655392,0.44416624,0.4028244,0.27805996,0.32034388,0.50617975,0.58483106,0.36276734,0.25011474,0.25280568,0.26146337,0.39827892,0.34633827,3.0,1.0
0.52351093,0.4433898,0.4336525,0.44900027,0.44433168,0.34021175,0.1460907,0.62675047,0.60226035,0.61790615,0.577799,0.6228439,0.66163886,0.5931222,0.55134076,0.5796332,0.5749353,0.38258502,0.466082,0.8339777,0.89885134,0.47379494,0.68604577,0.59308153,0.58123446,0.5110419,0.419704,3.0,1.0
0.5820578,0.61423725,0.5940493,0.6133514,0.59864634,0.70868534,0.21589093,0.54511684,0.52837664,0.58636814,0.5259794,0.57318646,0.6004194,0.6370223,0.6011585,0.61835617,0.38351738,0.6700107,0.65808904,0.49661013,0.5205426,0.46738645,0.32978284,0.40583646,0.621246,0.8088173,0.36355808,3.0,0.0
0.6154651,0.28949147,0.27291387,0.28905457,0.2754653,0.20311677,0.16747251,0.55481136,0.6036568,0.64161164,0.5748107,0.5337608,0.52271605,0.5504915,0.5768065,0.54740596,0.49426425,0.25382242,0.30861998,0.6876805,0.75265884,0.43607035,0.53667307,0.47973365,0.3459066,0.3419557,0.30979285,3.0,1.0
0.5055011,0.5959322,0.58242136,0.5865808,0.5901861,0.63159084,0.058025878,0.5811331,0.55980134,0.6807729,0.6775003,0.6277186,0.5923344,0.6111384,0.5596172,0.6018165,0.5805297,0.59489375,0.6052854,0.5454133,0.5077148,0.60050154,0.50424993,0.8706479,0.6705717,0.90771717,0.24954557,3.0,2.0
0.47606435,0.078305125,0.067031436,0.070145704,0.077495806,0.045822423,0.5432179,0.59139234,0.4055401,0.4781862,0.39530703,0.434064,0.46607044,0.44412005,0.44354934,0.46786657,0.41716903,0.10584062,0.1682234,0.47318187,0.50443,0.44706282,0.15381064,0.13557495,0.11627381,0.28131908,0.20094883,2.0,1.0
0.5811323,0.35355937,0.33413127,0.33954588,0.33197975,0.2541839,0.2698284,0.55111986,0.45638856,0.5600852,0.27113578,0.31390843,0.39897063,0.4184685,0.41934776,0.48358557,0.42970932,0.37874708,0.43964627,0.5292184,0.5793223,0.42453727,0.2903903,0.059552077,0.12793298,0.36376694,0.365474,3.0,1.0
0.5379497,0.5657627,0.56361157,0.570654,0.56818956,0.6691597,0.09339592,0.5613947,0.55475104,0.6070359,0.5717179,0.68316555,0.5759144,0.5501658,0.4592121,0.44673672,0.37251407,0.7015513,0.58901393,0.1889392,0.16119468,0.48960185,0.20564856,0.7252666,0.6354915,0.7659665,0.6629723,3.0,0.0
0.55786115,0.8274576,0.81463754,0.82006097,0.8108291,0.7167229,0.0695496,0.52424896,0.5146265,0.6004575,0.5450897,0.55659604,0.62293255,0.59824216,0.61567783,0.594943,0.58273035,0.7612249,0.78660464,0.85522455,0.8654446,0.58618957,0.7172326,0.6541736,0.7855264,0.86146635,0.2695196,3.0,2.0
