Label,col-0,col-1,col-2,col-3,col-4,col-5,col-6,col-7,col-8,col-9,col-10,col-11,col-12,col-13,col-14,col-15,col-16,col-17,col-18,col-19,col-20,col-21,col-22,col-23,col-24,col-25,direction,Cluster
0.66669637,0.26267132,0.24806702,0.2608277,0.2491149,0.31432325,0.08996341,0.6008731,0.60383505,0.54030734,0.5796374,0.59265375,0.6824159,0.6693197,0.7122251,0.68164295,0.74257827,0.15190496,0.20215619,0.7764006,0.72615856,0.69632745,0.83402747,0.7570005,0.8697553,0.8070418,0.27109376,1.0,2.0
0.5677199,0.69971305,0.70070887,0.7022779,0.69584805,0.7107128,0.12997371,0.635622,0.6556446,0.62944704,0.67362,0.59803945,0.63768923,0.594662,0.6247963,0.58345056,0.5877067,0.8373387,0.64288324,0.11426252,0.069004685,0.52504545,0.3232845,0.7076048,0.6411619,0.49785215,0.64481664,3.0,1.0
0.54544264,0.13802996,0.12338915,0.13538657,0.12874155,0.11121799,0.19387302,0.620434,0.63537276,0.5651876,0.5020626,0.48565054,0.4791608,0.48817086,0.47411838,0.46729076,0.492499,0.15867095,0.16590683,0.4367266,0.44261268,0.47618875,0.30842265,0.17452785,0.13718408,0.3209893,0.02456159,3.0,0.0
0.59202474,0.110615216,0.10115981,0.109720886,0.103958786,0.094979346,0.13603133,0.6063727,0.58453363,0.50450385,0.580874,0.5883358,0.5721393,0.5967042,0.603441,0.58950615,0.634269,0.059470307,0.09551464,0.5233774,0.44626534,0.7019223,0.54798496,0.62967765,0.7448297,0.32712916,0.09322125,3.0,2.0
0.6208406,0.6971629,0.6849227,0.69682384,0.6906984,0.68163943,0.0901578,0.58544636,0.6244327,0.55677414,0.55820465,0.31772396,0.33990887,0.36197883,0.3154588,0.24039267,0.30724466,0.836599,0.7314292,0.24343307,0.28257844,0.34766027,0.19906616,0.3674153,0.19520508,0.7483346,0.44418594,3.0,1.0
0.5715042,0.86483896,0.85824746,0.85915947,0.8503379,0.8342766,0.06455867,0.5725763,0.5952208,0.6047582,0.6411858,0.6047959,0.5772816,0.89097816,0.8631508,0.8801662,0.9212396,0.7376674,0.7453303,0.7678369,0.6132806,0.9518316,0.7711041,0.88033426,0.94786793,0.88430375,0.5317457,3.0,1.0
0.52337503,0.6480714,0.6552836,0.6493423,0.65722555,0.63131154,0.123015046,0.65522105,0.68540955,0.5775542,0.5641895,0.5854126,0.5981591,0.57071406,0.5695314,0.49788654,0.5165222,0.6911624,0.61347187,0.5198131,0.5338372,0.47604397,0.53160286,0.639389,0.67078185,0.557969,0.39500698,2.0,1.0
0.62325114,0.38412493,0.37500003,0.3853064,0.38010943,0.36128,0.15981002,0.62846607,0.6627287,0.63287514,0.6946235,0.64948845,0.6795244,0.6248525,0.66484505,0.6478339,0.6878449,0.3522206,0.31422728,0.5307289,0.46804073,0.6680735,0.6185687,0.9295935,0.86054087,0.43525922,0.30220264,3.0,2.0
0.60272616,0.8428435,0.8450387,0.8427975,0.8500161,0.8543317,0.07989976,0.6408566,0.62966853,0.54186314,0.4988646,0.5131304,0.43471432,0.46481243,0.41814947,0.35009196,0.39688957,0.9660957,0.8893516,0.41857174,0.4770616,0.34194693,0.34666863,0.19349554,0.13621093,0.6739598,0.33484128,3.0,1.0
0.5636684,0.6818617,0.6739691,0.6730831,0.66527194,0.6315098,0.2684717,0.60033786,0.63066083,0.5674627,0.5570106,0.6249146,0.5787579,0.5887413,0.6182075,0.57323545,0.5698906,0.6613815,0.6203967,0.7150076,0.7516389,0.46709004,0.70445055,0.8255553,0.8776782,0.52297723,0.28986475,3.0,1.0
