0.6412844,0.65019685,0.64076686,0.64169544,0.6381446,0.5972738,0.09150767,0.5408528,0.31326455,0.4269999,0.37389353,0.4329456,0.40476254,0.40527287,0.39545354,0.39278162,0.45126235,0.7044115,0.684033,0.58982366,0.6738037,0.33153215,0.3332065,0.29129964,0.4153286,0.95849466,0.39328808
0.6133653,0.7158644,0.71026736,0.7155845,0.7194135,0.6888195,0.07451609,0.5958829,0.502044,0.54107195,0.52366924,0.5581249,0.56523436,0.5622521,0.57428014,0.5497168,0.5809124,0.7350343,0.7261295,0.6938991,0.7315181,0.48264205,0.6292167,0.5624105,0.66328776,0.8917403,0.31745356
0.6565695,0.7946145,0.7947779,0.7890895,0.8037159,0.80278635,0.07957326,0.63779813,0.48037446,0.3480475,0.29756403,0.37820855,0.33983582,0.30065125,0.31300798,0.35738316,0.40850845,0.8775833,0.8722019,0.5882707,0.6896377,0.28658867,0.37212577,0.11429438,0.13149971,0.94601595,0.6486188
0.6292401,0.79499555,0.79868823,0.79549235,0.8003033,0.7947214,0.09218784,0.6414783,0.5540418,0.68767107,0.65883404,0.71042126,0.67677426,0.69941306,0.69055706,0.7087309,0.7013808,0.7728041,0.7556222,0.83446336,0.849493,0.5843866,0.84414303,0.8243124,0.8141688,0.9296854,0.44347894
0.6015149,0.7192938,0.70837533,0.71635294,0.7075329,0.6856355,0.03397057,0.56432843,0.4940811,0.5575477,0.5412853,0.5408103,0.49330842,0.54697853,0.6036019,0.40546906,0.4148974,0.7848132,0.71894974,0.34526485,0.33041677,0.50770503,0.3097841,0.3861505,0.44650277,0.89692897,0.54083896
0.6224805,0.6466404,0.6373612,0.63746953,0.64117795,0.6063078,0.10236516,0.5737061,0.5215208,0.5437989,0.5315774,0.55696857,0.5514205,0.5481864,0.6138835,0.5164561,0.52379507,0.6503324,0.66304344,0.62638587,0.61902815,0.57651937,0.53848594,0.51258713,0.53076833,0.93344766,0.4116682
0.6002545,0.6051061,0.5995207,0.60788834,0.59909,0.5724052,0.056079153,0.59216875,0.45759347,0.50272,0.53200614,0.58868945,0.5665949,0.5367852,0.5324326,0.52057904,0.49539822,0.6095444,0.5883738,0.60265464,0.59104604,0.57996285,0.51378495,0.37775725,0.5739709,0.90287477,0.31725952
0.56716645,0.7172616,0.711781,0.72378016,0.713726,0.683443,0.037720937,0.5990066,0.5020449,0.513521,0.5050973,0.5633048,0.5670881,0.7856827,0.7371506,0.74381423,0.75051624,0.69273585,0.6665713,0.76399815,0.72748137,0.6941389,0.7043875,0.31526,0.584661,0.8765727,0.39436665
0.6783267,0.60726535,0.59989905,0.6130106,0.6081901,0.5781171,0.029338505,0.62318105,0.55069166,0.5785341,0.4757586,0.54193604,0.47050944,0.5234297,0.5310853,0.53023255,0.5227055,0.663494,0.6130783,0.46705666,0.49269402,0.4422961,0.37813172,0.34219936,0.33520424,0.92309356,0.3945078
0.5307371,0.9528769,0.9509334,0.96094245,0.9542467,0.9649741,0.030598074,0.61468273,0.5403149,0.5862474,0.5762819,0.58422863,0.5475881,0.51510584,0.55288553,0.61973995,0.71788967,0.97723305,0.8973263,0.7135687,0.75872713,0.46951887,0.5807983,0.5475528,0.54651433,0.92322904,0.61558616
0.7007666,0.5624286,0.5623108,0.5671661,0.5715369,0.5671204,0.055093538,0.657232,0.57559586,0.6468439,0.61750567,0.66811377,0.69314796,0.626972,0.69007283,0.7235407,0.7520215,0.5299532,0.53262925,0.624551,0.5158754,0.8350106,0.6559485,0.9169257,0.88942736,0.81713736,0.45679727
1.0,0.8635844,0.8621342,0.8670764,0.8665319,0.8686232,0.058311738,0.6067551,0.49549076,0.52501863,0.5800247,0.61310494,0.5115251,0.5333051,0.5787724,0.55693823,0.5648479,0.89400715,0.8247132,0.5070316,0.44055364,0.69033957,0.46733502,0.38944647,0.4650032,0.92098385,0.58382815
0.57856756,0.6392735,0.6338295,0.64489686,0.6375126,0.6056314,0.029228294,0.6052115,0.4969794,0.52483356,0.51359975,0.55968887,0.55737114,0.5062615,0.541019,0.5858533,0.55066884,0.6464776,0.62263465,0.6134166,0.5988144,0.590985,0.55142176,0.115180306,0.34570742,0.93202186,0.28474855
0.6132662,0.6087895,0.6060797,0.61403507,0.61274016,0.5823865,0.036593623,0.63061553,0.5290895,0.5984232,0.5674488,0.61108035,0.6014909,0.5844741,0.56901497,0.57264066,0.57032186,0.6402017,0.6130604,0.49400347,0.4690932,0.57997614,0.48185423,0.7675192,0.6937337,0.9343933,0.24706256
0.63501316,0.96583265,0.9660696,0.9659367,0.96928716,0.9799118,0.1426997,0.6737072,0.6509274,0.588879,0.5860382,0.7226858,0.72124773,0.6559381,0.641781,0.5909481,0.5994776,0.99811983,0.9087255,0.64432347,0.6653133,0.509649,0.59168667,0.66265744,0.7042968,0.90766287,0.6390603
0.6327853,0.6466404,0.6388749,0.6343962,0.6270222,0.58868456,0.16909711,0.521074,0.45735776,0.5217085,0.48307893,0.53116643,0.52273345,0.48479864,0.46003893,0.42888921,0.34895617,0.69760746,0.6696652,0.4514651,0.4912893,0.4011422,0.2686784,0.42425227,0.4551505,0.912839,0.39684477
