0.6781161,0.30454692,0.30380902,0.30375484,0.30575454,0.30181918,0.039877754,0.63790184,0.5708058,0.5827866,0.5782039,0.52456117,0.51808,0.59300256,0.6016207,0.4894446,0.5176207,0.2955248,0.2854573,0.67101276,0.67209387,0.5541562,0.6414262,0.4289225,0.51445174,0.78368354,0.23184805,1.0
0.65337807,0.42316884,0.42567655,0.42385978,0.42365384,0.4166526,0.052170206,0.63573307,0.6145518,0.5739347,0.57022685,0.5470711,0.5383417,0.5151835,0.5019305,0.41958943,0.46536222,0.43977445,0.44466633,0.6160761,0.6537492,0.45987967,0.560189,0.40479448,0.454425,0.87426144,0.19091463,3.0
0.5663718,0.31901667,0.32548445,0.3242015,0.32238135,0.3099945,0.054549005,0.6515293,0.5082587,0.55063945,0.48544425,0.46597725,0.41934693,0.50455284,0.50228786,0.37807828,0.40590805,0.34501776,0.35876274,0.60930824,0.66993076,0.40665597,0.45697576,0.1182122,0.14851713,0.68901783,0.18076706,2.0
0.6991322,0.22586754,0.22392817,0.2180305,0.21838816,0.21817966,0.10915778,0.588303,0.5669923,0.6279883,0.5431184,0.5222355,0.4455793,0.51099694,0.46213478,0.38671988,0.38456824,0.24857463,0.24931423,0.40329802,0.40334556,0.4994041,0.34861737,0.37216547,0.24356915,0.6878496,0.23587342,1.0
0.5847914,0.25058672,0.24802884,0.2472616,0.24786294,0.24441189,0.09436699,0.6276873,0.5131334,0.5539342,0.55833095,0.5740142,0.4910258,0.55968624,0.5525391,0.44575512,0.5333972,0.25860322,0.23806943,0.4612171,0.41378033,0.6188927,0.44690573,0.34896666,0.51143014,0.69540733,0.24363284,2.0
0.6233713,0.04539051,0.044128485,0.04658531,0.047897555,0.04288669,0.19982708,0.6343039,0.58565784,0.5549597,0.55845505,0.44962332,0.4148523,0.45968598,0.44052005,0.39001402,0.41511202,0.07914098,0.0788875,0.4513291,0.50356525,0.3918927,0.3619336,0.18452585,0.11363446,0.17227526,0.23263587,3.0
0.5788226,0.2716885,0.27379686,0.27497816,0.27507052,0.27144822,0.11254069,0.61892796,0.5297155,0.57851976,0.54675055,0.5161411,0.45959005,0.5310789,0.49595034,0.4564007,0.49420437,0.26671615,0.2954454,0.6805152,0.70057005,0.51337206,0.6122398,0.2804309,0.34010327,0.7298189,0.13795304,2.0
0.66412055,0.16679129,0.17033385,0.1662987,0.163695,0.14656956,0.15653452,0.62237686,0.5504002,0.51071006,0.5386529,0.5297855,0.4679704,0.541122,0.5423704,0.48227274,0.5241,0.15248352,0.19224714,0.71615463,0.75774896,0.47237167,0.6398996,0.17557734,0.4035845,0.33537936,0.14304943,1.0
0.55102044,0.33469224,0.33624637,0.3385898,0.33931053,0.32717794,0.04863189,0.64651525,0.53076154,0.5891579,0.5548652,0.50745654,0.48035696,0.5388038,0.525097,0.4543656,0.50448745,0.32808882,0.3586066,0.69733256,0.7160745,0.51992,0.6315986,0.24884564,0.26597315,0.6963377,0.14143333,2.0
0.638479,0.31719455,0.31909132,0.32198033,0.32198387,0.30404353,0.122454345,0.6522799,0.53819156,0.640221,0.653992,0.62959427,0.3792388,0.46447584,0.4511555,0.40009317,0.41649717,0.34876063,0.36117578,0.51913637,0.55918795,0.43384293,0.49116296,0.5443769,0.3606621,0.64512545,0.2867376,3.0
0.71331596,0.09078105,0.09085918,0.06153596,0.060439557,0.054116547,0.51728314,0.43105936,0.34144983,0.32528675,0.32289684,0.22367202,0.15147054,0.26040593,0.24021295,0.10944134,0.062971346,0.21159682,0.1424526,0.09273984,0.21846688,0.14961433,0.0,0.048144374,0.055136923,0.3677362,0.4320194,1.0
0.6518383,0.3368171,0.34316146,0.34137282,0.34490553,0.32714134,0.06316767,0.65953165,0.5867929,0.62555176,0.58439213,0.56464916,0.48998663,0.5630146,0.55436707,0.5107573,0.55829567,0.32708284,0.33593488,0.70055807,0.70560545,0.5515069,0.7688985,0.34671402,0.26486295,0.6985853,0.13612995,3.0
0.5612554,0.080754146,0.07882411,0.043118488,0.06822427,0.06108676,0.3488387,0.5577759,0.4591466,0.45803323,0.46315864,0.40144196,0.3816523,0.4737372,0.43650734,0.36986834,0.40332058,0.081087254,0.114917636,0.6144481,0.6733124,0.41171873,0.36116827,0.1846553,0.18494405,0.19856296,0.17978576,2.0
0.6064357,0.20010646,0.19678925,0.19825839,0.198618,0.18751882,0.09846315,0.6181172,0.4970431,0.54394716,0.5384505,0.5035274,0.47317368,0.54935056,0.5372492,0.45095846,0.47894406,0.18774293,0.21949142,0.6527029,0.66206914,0.5315583,0.56027883,0.3590148,0.5905379,0.6604012,0.086111754,3.0
0.5839273,0.3267037,0.33139592,0.32692763,0.33462474,0.3274156,0.09207187,0.67652935,0.65676427,0.68178374,0.5969907,0.5929318,0.5196695,0.6018367,0.56071085,0.5228011,0.55125076,0.31780818,0.34524047,0.71788824,0.75633776,0.47983697,0.7108917,0.5052633,0.32904744,0.77356654,0.24601637,2.0
0.60250056,0.05078132,0.0564888,0.04712699,0.04443768,0.03978873,0.3269155,0.57417506,0.32226574,0.37122133,0.32124677,0.35243094,0.3790706,0.5430385,0.4491618,0.42475694,0.32843113,0.1451701,0.12296079,0.0939602,0.07334175,0.48007345,0.2373481,0.21133775,0.48200157,0.35425353,0.5189311,3.0
0.63031,0.15751913,0.15320288,0.15568161,0.15666711,0.14753091,0.13070244,0.6394169,0.49995407,0.5454726,0.5377963,0.54901475,0.48531723,0.55559963,0.5228281,0.41060048,0.452762,0.15932433,0.1874772,0.5645603,0.57707626,0.50565714,0.4675982,0.41441542,0.59788024,0.710225,0.15766713,3.0
0.68354857,0.100161016,0.09671405,0.09707079,0.095903195,0.089529835,0.21219921,0.6092268,0.47949156,0.60638565,0.58984685,0.5529136,0.48733076,0.5360016,0.5123928,0.43728265,0.447988,0.09741231,0.09574909,0.528798,0.5269871,0.5303573,0.44240138,0.42454854,0.39077112,0.5881397,0.13226941,1.0
0.57970154,0.28786862,0.28927478,0.2822203,0.279168,0.26980007,0.12994537,0.58744323,0.44634253,0.44444364,0.4913846,0.40240872,0.34771815,0.46677563,0.4364345,0.34088743,0.35968572,0.33563098,0.3286421,0.45247146,0.5059276,0.38938352,0.29163677,0.04006852,0.1660176,0.63539135,0.19659197,2.0
0.618898,0.2290011,0.22465418,0.220576,0.22013405,0.19710435,0.19742037,0.5910717,0.52862465,0.53093976,0.46646044,0.35575348,0.3399692,0.42934725,0.40163174,0.3576065,0.40013427,0.2415862,0.27524772,0.57078147,0.6278299,0.40650514,0.3969718,0.09354707,0.09547412,0.48814857,0.29562482,3.0
0.662629,0.022856968,0.022335311,0.022425942,0.02638148,0.023621544,0.19771524,0.6432483,0.58151,0.62617874,0.605897,0.58918095,0.52109003,0.5535771,0.5519387,0.50066626,0.58178115,9.135176e-05,0.009349915,0.6034009,0.5843312,0.58520555,0.63937634,0.613086,0.42097557,0.12901154,0.1091105,1.0
