Label,col-0,col-1,col-2,col-3,col-4,col-5,col-6,col-7,col-8,col-9,col-10,col-11,col-12,col-13,col-14,col-15,col-16,col-17,col-18,col-19,col-20,col-21,col-22,col-23,col-24,col-25,direction,Cluster
0.4082513,0.61569923,0.62558144,0.62049294,0.6161382,0.63182265,0.03790347,0.47594768,0.42011046,0.50934577,0.6018049,0.6646321,0.56632465,0.6062931,0.694545,0.71309215,0.71645105,0.61044604,0.56823,0.5616264,0.5080795,0.73998594,0.5600099,0.7167524,0.7718865,0.5233661,0.49322557,2.0,2.0
0.4337831,0.57709026,0.58191216,0.5940338,0.58365554,0.57761496,0.04716685,0.46797314,0.4812013,0.55326253,0.5897997,0.60391587,0.576793,0.61272925,0.5871072,0.5922387,0.5459423,0.5758859,0.5967001,0.7483982,0.8266062,0.48451868,0.69658893,0.9143161,0.7984345,0.41185042,0.24257176,3.0,2.0
0.45469654,0.6699054,0.67209303,0.68560314,0.67259604,0.66996765,0.0422392,0.4757402,0.44823897,0.49852136,0.5824958,0.61071104,0.51848334,0.52673256,0.60306054,0.64675665,0.6694506,0.6636816,0.6628759,0.6329753,0.62390125,0.65578616,0.590307,0.6562967,0.67742306,0.5234394,0.2589978,3.0,2.0
0.42606208,0.19381234,0.198708,0.20415048,0.1907708,0.18879645,0.2518213,0.49444383,0.5080456,0.49497756,0.43986404,0.4568404,0.41249934,0.60246444,0.55709475,0.5436215,0.5012788,0.19266644,0.24156484,0.554535,0.64127016,0.41761667,0.46265715,0.23731376,0.28167444,0.72905505,0.45485836,3.0,1.0
0.29604992,0.6885707,0.70645994,0.6988327,0.69425106,0.714088,0.1547354,0.4556111,0.6820836,0.7126777,0.74135983,0.8529491,0.9117582,0.94154716,0.9729184,0.95857155,0.95225567,0.59277,0.59820276,0.835383,0.72088075,0.9462593,0.83391327,0.8671646,0.92896813,0.6268854,0.5419231,2.0,2.0
0.40718263,0.58143693,0.58294576,0.5937743,0.5867491,0.58278525,0.055964787,0.48124623,0.5718734,0.5605541,0.5741223,0.5751956,0.48130637,0.5062239,0.5596792,0.6392613,0.6322643,0.58983415,0.6065062,0.6126888,0.65719897,0.5283504,0.5889058,0.5579821,0.34146124,0.38781893,0.2760436,2.0,2.0
0.3495825,0.6402455,0.6571059,0.6581063,0.6566125,0.6727979,0.050946068,0.5210777,0.5736847,0.6561121,0.6933233,0.69152886,0.69101864,0.7589746,0.7208411,0.75613403,0.7644525,0.6047946,0.60551184,0.73355615,0.7039252,0.7273705,0.7710667,0.9061413,0.82152283,0.50843096,0.358209,2.0,2.0
0.4017977,0.46663257,0.4788114,0.48223087,0.4815674,0.47658342,0.20374887,0.52973783,0.5209703,0.5496762,0.5732318,0.5751584,0.5176116,0.58286804,0.62153405,0.7207847,0.7115059,0.4823626,0.4240505,0.45256737,0.40493098,0.6998047,0.51731706,0.5370272,0.4859433,0.7885609,0.6140484,2.0,2.0
0.51870817,0.05139351,0.045736447,0.05421531,0.0484661,0.04796452,0.22849338,0.48782638,0.5726695,0.5738871,0.6005683,0.56776375,0.43016538,0.44009027,0.48206267,0.57246196,0.5605738,0.08727318,0.08622139,0.17005059,0.16150935,0.5413536,0.2814742,0.4615157,0.20536643,0.35296214,0.25362304,1.0,1.0
0.4657681,0.0634109,0.06459951,0.07263295,0.07037895,0.069650486,0.1295811,0.5153989,0.5209696,0.51560116,0.5566642,0.5480434,0.47079667,0.49328178,0.5041308,0.53208447,0.5544129,0.093327664,0.0856994,0.24779609,0.24440232,0.54860204,0.2666776,0.3014034,0.18012698,0.56403446,0.22916663,3.0,1.0
0.43047386,0.48632064,0.48966408,0.4980545,0.48569217,0.48066548,0.16573915,0.4613561,0.44242734,0.5783703,0.598083,0.5768018,0.559127,0.7592389,0.77424645,0.7908261,0.7661801,0.42801997,0.44636062,0.80060184,0.7919744,0.6957608,0.7089412,0.5999344,0.67832327,0.92279774,0.5080803,3.0,2.0
0.49995723,0.57606745,0.58578813,0.5950713,0.5839134,0.5778702,0.089122735,0.5010615,0.501086,0.58464783,0.691689,0.7049805,0.65010715,0.7974998,0.7910184,0.8155468,0.81777394,0.53823054,0.5005148,0.719322,0.67606175,0.7550411,0.7252575,0.85036796,0.87564236,0.22929366,0.4298671,3.0,2.0
0.4205482,0.5494758,0.5485788,0.55693907,0.5455014,0.53985566,0.0807953,0.48451775,0.42055416,0.4160675,0.46222976,0.46916446,0.35596895,0.36543593,0.44322225,0.4678116,0.52284104,0.5973601,0.61920744,0.40534598,0.4371477,0.5066887,0.31238058,0.076581046,0.09952797,0.3817362,0.44516766,3.0,0.0
0.42826688,0.47967267,0.4782946,0.4843061,0.48259863,0.47760403,0.036365476,0.47018075,0.54582614,0.5774741,0.6154791,0.66061085,0.69692165,0.76203865,0.80779076,0.8864122,0.7561693,0.4596056,0.4182391,0.48207128,0.38671494,0.81609124,0.6034117,0.8454861,0.8743302,0.24575008,0.3765173,3.0,2.0
0.48892888,0.18256201,0.18217055,0.18936445,0.17762308,0.17578486,0.13396236,0.40510696,0.43447325,0.42413846,0.46885735,0.52914596,0.4813969,0.5100793,0.56680495,0.6251988,0.55133307,0.17461666,0.18389031,0.5626823,0.6044521,0.5223841,0.44004664,0.2445453,0.41300806,0.59116393,0.1930246,3.0,1.0
0.46466473,0.20455128,0.20645997,0.21686123,0.21010569,0.20793118,0.18248002,0.5131935,0.55775577,0.54788256,0.5690904,0.5710504,0.568843,0.68645036,0.755709,0.76033765,0.7053447,0.15790595,0.18391953,0.6658465,0.6735404,0.6254999,0.69669265,0.5881033,0.5938565,0.67051154,0.15100762,3.0,1.0
0.4315781,0.5916645,0.5956073,0.6033722,0.58468676,0.5786354,0.21251644,0.4745908,0.48617208,0.6196179,0.6047103,0.56858474,0.6041746,0.69951516,0.84398174,0.86498666,0.8354844,0.5069202,0.5544604,0.9378049,0.9403267,0.7038326,0.8148041,0.7824858,0.740255,0.9541577,0.4653378,3.0,2.0
